Sites (BDGP5.78),Priori Knowledge,UMAP-1,UMAP-2,K-Means,GMM,Agglomerative (complete),Agglomerative (ward),BIRCH,Spectral Clustering,Louvain,Leiden,OPTICS,DBSCAN,HDBSCAN,HDBSCAN (soft clustering)
X@11729261@+,Type I,8.140828,9.863946,0,1,0,1,0,0,0,0,0,0,1,1
X@11745602@-,Type II,3.7430034,8.662186,0,0,0,1,1,1,1,1,1,1,0,0
X@11746047@-,Type I,7.8271823,6.523317,1,0,1,0,0,0,0,0,0,0,1,1
X@11749497@+,Type I,7.247282,9.368992,0,1,0,1,1,0,0,0,0,0,1,1
X@11755063@+,Type I,7.0019507,5.8720384,1,0,1,0,0,0,0,0,0,0,1,1
X@11755430@+,Type I,9.243132,7.741126,1,1,1,0,0,0,0,0,0,0,1,1
X@11755558@+,Type I,9.02585,8.158453,1,1,1,0,0,0,0,0,0,0,1,1
X@11757498@+,Type II,4.267965,9.059144,0,0,0,1,1,1,1,1,1,1,0,0
X@11757501@+,Type I,5.2727466,8.921447,0,0,0,1,1,1,1,1,-1,-1,1,0
X@11759253@-,Type I,7.5347733,6.6140056,1,0,1,0,0,0,0,0,0,0,1,1
X@11760087@-,Type I,7.0748744,6.4907866,1,0,1,0,0,0,0,0,0,0,1,1
X@11760131@-,Type I,9.33117,8.078342,1,1,1,0,0,0,0,0,0,0,1,1
X@11762442@-,Type I,8.698442,6.9588537,1,0,1,0,0,0,0,0,0,0,1,1
X@11763543@+,Type I,9.60252,9.394705,1,1,1,0,0,0,0,0,0,0,1,1
X@11764370@+,Type II,4.65912,8.463082,0,0,0,1,1,1,1,1,1,1,0,0
X@11764439@+,Type I,6.3530393,8.481617,0,0,0,1,1,0,0,0,0,0,1,1
X@11766377@-,Type I,6.9506855,9.807012,0,1,0,1,1,0,0,0,0,0,1,1
X@11767977@+,Type I,9.451345,6.9373503,1,1,1,0,0,0,0,0,0,0,1,1
X@11768276@+,Type I,6.262938,8.259654,0,0,0,1,1,0,0,0,0,0,1,1
X@11768930@+,Type I,7.374315,8.004093,0,0,0,0,0,0,0,0,0,0,1,1
X@11789778@+,Type I,7.6203036,8.534649,0,1,0,1,0,0,0,0,0,0,1,1
X@11790318@+,Type I,8.123938,9.992176,0,1,0,1,0,0,0,0,0,0,1,1
X@11797523@-,Type I,7.219854,8.543345,0,0,0,1,0,0,0,0,0,0,1,1
X@1186485@-,Type II,3.7782235,8.988889,0,0,0,1,1,1,1,1,1,1,0,0
X@1186818@-,Type I,6.460059,6.923839,0,0,1,0,1,0,0,0,0,0,1,1
X@11902619@+,Type II,4.0993085,9.040518,0,0,0,1,1,1,1,1,1,1,0,0
X@11912862@+,Type I,7.1415453,9.963218,0,1,0,1,1,0,0,0,0,0,1,1
X@11916293@+,Type II,4.0332084,8.997019,0,0,0,1,1,1,1,1,1,1,0,0
X@11919859@-,Type I,8.399298,6.8353047,1,0,1,0,0,0,0,0,0,0,1,1
X@11921709@-,Type I,8.490389,7.9677324,1,1,1,0,0,0,0,0,0,0,1,1
X@1216743@+,Type I,6.62614,9.77921,0,0,0,1,1,0,0,0,0,0,1,1
X@1216936@+,Type I,7.102926,7.11164,0,0,1,0,0,0,0,0,0,0,1,1
X@1217385@+,Type I,7.3410773,9.983077,0,1,0,1,1,0,0,0,0,0,1,1
X@1220557@+,Type I,8.09949,6.22242,1,0,1,0,0,0,0,0,0,0,1,1
X@1220613@+,Type I,7.306218,9.9376545,0,1,0,1,1,0,0,0,0,0,1,1
X@1221895@+,Type I,6.661483,9.7939005,0,0,0,1,1,0,0,0,0,0,1,1
X@1222784@+,Type I,7.627011,8.339884,0,1,0,1,0,0,0,0,0,0,1,1
X@12355128@-,Type I,8.456227,8.50827,1,1,1,0,0,0,0,0,0,0,1,1
X@12355169@-,Type I,7.083493,9.038145,0,0,0,1,1,0,0,0,0,0,1,1
X@1237366@+,Type I,7.8320193,7.9928436,1,0,0,0,0,0,0,0,0,0,1,1
X@1239009@-,Type I,7.0249057,8.85306,0,0,0,1,1,0,0,0,0,0,1,1
X@1239853@-,Type I,6.5836253,9.712225,0,0,0,1,1,0,0,0,0,0,1,1
X@1242328@-,Type I,6.5770607,8.895207,0,0,0,1,1,0,0,0,0,0,1,1
X@1242511@-,Type I,7.085434,8.195298,0,0,0,1,1,0,0,0,0,0,1,1
X@1244938@-,Type I,9.988205,7.9083257,1,1,1,0,0,0,0,0,0,0,1,1
X@1245186@-,Type I,7.266544,7.3677416,0,0,1,0,0,0,0,0,0,0,1,1
X@12466826@-,Type I,8.41287,10.041765,0,1,0,1,0,0,0,0,0,0,1,1
X@12466961@-,Type I,7.2440205,5.8700085,1,0,1,0,0,0,0,0,0,0,1,1
X@12475798@-,Type I,7.05856,6.7762156,1,0,1,0,0,0,0,0,0,0,1,1
X@12479784@-,Type I,6.4206014,6.9485087,0,0,1,0,1,0,0,0,0,0,1,1
X@12480144@-,Type I,8.588821,7.9734626,1,1,1,0,0,0,0,0,0,0,1,1
X@12480446@-,Type I,5.300129,8.846855,0,0,0,1,1,1,0,0,-1,-1,1,0
X@12482732@-,Type I,8.775753,9.653537,1,1,0,1,0,0,0,0,0,0,1,1
X@12482941@-,Type I,6.4846697,9.804689,0,0,0,1,1,0,0,0,0,0,1,1
X@12484063@-,Type I,7.5484858,6.2558794,1,0,1,0,0,0,0,0,0,0,1,1
X@12487566@-,Type I,9.019227,6.344924,1,0,1,0,0,0,0,0,0,0,1,1
X@12487980@-,Type I,6.2599363,8.494813,0,0,0,1,1,0,0,0,0,0,1,1
X@12489241@-,Type I,7.392152,7.1614227,1,0,1,0,0,0,0,0,0,0,1,1
X@12494158@+,Type I,8.333034,9.564927,1,1,0,1,0,0,0,0,0,0,1,1
X@12494195@+,Type I,7.209095,7.4951363,0,0,1,0,0,0,0,0,0,0,1,1
X@1251108@-,Type I,8.842494,7.5219083,1,1,1,0,0,0,0,0,0,0,1,1
X@1251374@-,Type I,7.5213823,8.4437685,0,0,0,1,0,0,0,0,0,0,1,1
X@12522829@-,Type I,8.476007,9.207872,1,1,0,0,0,0,0,0,0,0,1,1
X@12524327@+,Type I,9.125056,8.313357,1,1,1,0,0,0,0,0,0,0,1,1
X@12531084@+,Type I,7.2701883,8.792141,0,0,0,1,1,0,0,0,0,0,1,1
X@12549988@+,Type I,7.798549,6.7920732,1,0,1,0,0,0,0,0,0,0,1,1
X@12550517@+,Type I,9.321574,8.052453,1,1,1,0,0,0,0,0,0,0,1,1
X@12578668@-,Type I,8.549392,4.803009,1,0,1,0,0,0,0,0,-1,-1,-1,1
X@12580927@-,Type I,7.043416,8.610076,0,0,0,1,1,0,0,0,0,0,1,1
X@12581936@-,Type I,7.51474,5.770705,1,0,1,0,0,0,0,0,0,0,1,1
X@12582621@-,Type I,7.6961737,5.809207,1,0,1,0,0,0,0,0,0,0,1,1
X@12582807@-,Type I,8.104072,6.3803606,1,0,1,0,0,0,0,0,0,0,1,1
X@12583413@-,Type I,6.9335337,6.4895353,1,0,1,0,0,0,0,0,0,0,1,1
X@12586546@-,Type I,6.330723,8.670429,0,0,0,1,1,0,0,0,0,0,1,1
X@12586665@-,Type I,10.461449,7.9975424,1,1,1,0,0,0,0,0,0,0,1,1
X@12587368@-,Type I,6.9728866,7.615093,0,0,0,0,0,0,0,0,0,0,1,1
X@12606071@-,Type I,7.4206715,9.126495,0,1,0,1,1,0,0,0,0,0,1,1
X@12606169@-,Type I,7.8844867,6.0231776,1,0,1,0,0,0,0,0,0,0,1,1
X@12606659@-,Type I,8.4658,7.322265,1,1,1,0,0,0,0,0,0,0,1,1
X@12607076@-,Type I,7.8152723,6.706629,1,0,1,0,0,0,0,0,0,0,1,1
X@12641123@+,Type I,8.14366,6.7109756,1,0,1,0,0,0,0,0,0,0,1,1
X@12653791@-,Type II,3.8822176,8.638285,0,0,0,1,1,1,1,1,1,1,0,0
X@12656303@-,Type I,6.145487,7.5225186,0,0,0,1,1,0,0,0,0,0,1,1
X@12656342@-,Type I,9.202138,7.2478943,1,1,1,0,0,0,0,0,0,0,1,1
X@1265950@+,Type I,7.675162,7.313579,1,0,1,0,0,0,0,0,0,0,1,1
X@1266000@+,Type I,7.0136027,6.559622,1,0,1,0,0,0,0,0,0,0,1,1
X@12661137@+,Type I,7.4379654,6.819716,1,0,1,0,0,0,0,0,0,0,1,1
X@12663998@+,Type I,6.724407,9.812661,0,0,0,1,1,0,0,0,0,0,1,1
X@1270849@+,Type I,7.1345634,7.0632076,0,0,1,0,0,0,0,0,0,0,1,1
X@12795743@-,Type I,6.768469,9.206663,0,0,0,1,1,0,0,0,0,0,1,1
X@1287705@+,Type I,9.660274,8.819194,1,1,1,0,0,0,0,0,0,0,1,1
X@1287723@+,Type I,9.468005,8.425782,1,1,1,0,0,0,0,0,0,0,1,1
X@1288257@+,Type II,3.875288,8.053479,0,0,0,1,1,1,1,1,1,1,0,0
X@1289156@+,Type I,8.123074,9.072418,1,1,0,1,0,0,0,0,0,0,1,1
X@1289398@+,Type I,8.195776,7.2707615,1,0,1,0,0,0,0,0,0,0,1,1
X@12973690@-,Type I,7.439143,5.7486577,1,0,1,0,0,0,0,0,0,0,1,1
X@12975860@-,Type I,7.7670717,9.77968,0,1,0,1,1,0,0,0,0,0,1,1
X@12975881@-,Type I,7.6874766,9.509334,0,1,0,1,1,0,0,0,0,0,1,1
X@12980525@-,Type I,7.086537,8.822025,0,0,0,1,1,0,0,0,0,0,1,1
X@12981101@-,Type II,4.3700223,8.843773,0,0,0,1,1,1,1,1,1,1,0,0
X@12984162@-,Type I,8.706797,6.9221325,1,0,1,0,0,0,0,0,0,0,1,1
X@12985986@+,Type I,8.526193,6.3410754,1,0,1,0,0,0,0,0,0,0,1,1
X@12986167@+,Type I,5.9786453,8.236424,0,0,0,1,1,0,0,0,0,0,1,1
X@12991021@-,Type I,7.58046,10.30412,0,1,0,1,1,0,0,0,0,0,1,1
X@13017698@-,Type I,9.439209,9.078366,1,1,1,0,0,0,0,0,0,0,1,1
X@13020116@-,Type I,8.961788,6.481775,1,0,1,0,0,0,0,0,0,0,1,1
X@13023618@+,Type I,6.874766,7.767097,0,0,0,0,1,0,0,0,0,0,1,1
X@13049188@+,Type II,3.6960409,8.739396,0,0,0,1,1,1,1,1,1,1,0,0
X@13049830@+,Type I,8.086217,8.839721,1,1,0,1,0,0,0,0,0,0,1,1
X@13052649@-,Type I,9.803199,8.75846,1,1,1,0,0,0,0,0,0,0,1,1
X@13053321@-,Type I,8.080696,7.732217,1,1,1,0,0,0,0,0,0,0,1,1
X@13053322@-,Type I,8.436999,9.383702,1,1,0,1,0,0,0,0,0,0,1,1
X@13054210@+,Type I,9.253016,6.4425473,1,0,1,0,0,0,0,0,0,0,1,1
X@13093639@-,Type I,8.0059,9.010693,0,1,0,1,0,0,0,0,0,0,1,1
X@13094059@-,Type I,9.990344,8.175149,1,1,1,0,0,0,0,0,0,0,1,1
X@13094250@-,Type I,7.2215543,9.2855835,0,1,0,1,1,0,0,0,0,0,1,1
X@13112064@-,Type I,9.426964,8.041264,1,1,1,0,0,0,0,0,0,0,1,1
X@13161132@-,Type I,9.688935,7.9660225,1,1,1,0,0,0,0,0,0,0,1,1
X@13161979@-,Type I,9.190862,7.5946913,1,1,1,0,0,0,0,0,0,0,1,1
X@13164445@-,Type I,9.64429,8.076467,1,1,1,0,0,0,0,0,0,0,1,1
X@13180908@+,Type I,9.468591,7.2747245,1,1,1,0,0,0,0,0,0,0,1,1
X@13181145@+,Type I,6.588308,7.382974,0,0,0,0,1,0,0,0,0,0,1,1
X@13181561@+,Type I,7.186479,6.6277885,1,0,1,0,0,0,0,0,0,0,1,1
X@13181562@+,Type I,9.703725,7.4228334,1,1,1,0,0,0,0,0,0,0,1,1
X@13183500@+,Type I,9.264311,6.8686447,1,1,1,0,0,0,0,0,0,0,1,1
X@13183527@+,Type I,7.7111726,6.3100348,1,0,1,0,0,0,0,0,0,0,1,1
X@13186325@+,Type I,6.692818,8.896124,0,0,0,1,1,0,0,0,0,0,1,1
X@13187048@+,Type I,7.4208817,9.5544615,0,1,0,1,1,0,0,0,0,0,1,1
X@13187575@+,Type I,10.126376,7.1043954,1,1,1,0,0,0,0,0,0,0,1,1
X@13225436@+,Type I,9.1036415,8.568853,1,1,1,0,0,0,0,0,0,0,1,1
X@13230153@-,Type I,9.987972,8.674671,1,1,1,0,0,0,0,0,0,0,1,1
X@13230195@-,Type I,9.348324,7.148757,1,1,1,0,0,0,0,0,0,0,1,1
X@13230270@-,Type I,8.521064,7.1988816,1,0,1,0,0,0,0,0,0,0,1,1
X@13231665@-,Type I,6.481428,7.9709654,0,0,0,1,1,0,0,0,0,0,1,1
X@13232545@+,Type II,3.8580227,8.497033,0,0,0,1,1,1,1,1,1,1,0,0
X@13233167@+,Type I,8.385164,7.0512996,1,0,1,0,0,0,0,0,0,0,1,1
X@13273160@+,Type I,8.754771,8.434213,1,1,1,0,0,0,0,0,0,0,1,1
X@13307634@+,Type I,8.094466,5.895607,1,0,1,0,0,0,0,0,0,0,1,1
X@13312480@+,Type I,8.449342,9.180121,1,1,0,1,0,0,0,0,0,0,1,1
X@13312962@+,Type I,6.9194446,9.692795,0,1,0,1,1,0,0,0,0,0,1,1
X@13314260@+,Type I,8.783456,9.070437,1,1,1,0,0,0,0,0,0,0,1,1
X@13314264@+,Type I,6.729859,9.853769,0,0,0,1,1,0,0,0,0,0,1,1
X@13314487@+,Type I,7.824117,7.9748,1,0,0,0,0,0,0,0,0,0,1,1
X@13505652@-,Type I,8.132579,8.5331955,1,1,0,0,0,0,0,0,0,0,1,1
X@13511532@+,Type II,3.8626993,8.500544,0,0,0,1,1,1,1,1,1,1,0,0
X@13512966@+,Type I,7.725386,5.5339646,1,0,1,0,0,0,0,0,0,0,1,1
X@13513555@-,Type I,6.875739,9.618839,0,0,0,1,1,0,0,0,0,0,1,1
X@1351474@-,Type I,8.87811,9.479462,1,1,1,0,0,0,0,0,0,0,1,1
X@13515355@-,Type I,6.8005705,8.99746,0,0,0,1,1,0,0,0,0,0,1,1
X@13516661@-,Type I,8.128285,7.1857047,1,0,1,0,0,0,0,0,0,0,1,1
X@13517874@-,Type I,8.672816,9.229292,1,1,0,0,0,0,0,0,0,0,1,1
X@1351787@-,Type I,6.4776325,7.6018457,0,0,0,1,1,0,0,0,0,0,1,1
X@13517910@-,Type I,7.6751156,9.329249,0,1,0,1,1,0,0,0,0,0,1,1
X@1354276@-,Type I,7.4128046,9.957939,0,1,0,1,1,0,0,0,0,0,1,1
X@13549748@+,Type I,8.34645,7.709282,1,1,1,0,0,0,0,0,0,0,1,1
X@13555506@+,Type I,4.104491,8.571936,0,0,0,1,1,1,1,1,1,1,0,0
X@13555568@+,Type I,7.5137706,6.4295945,1,0,1,0,0,0,0,0,0,0,1,1
X@1355576@-,Type II,4.1324444,8.843514,0,0,0,1,1,1,1,1,1,1,0,0
X@13559184@-,Type I,6.856767,6.1072903,1,0,1,0,0,0,0,0,0,0,1,1
X@13579969@-,Type I,6.9393954,7.3548117,0,0,1,0,0,0,0,0,0,0,1,1
X@13580061@-,Type II,4.038639,8.170971,0,0,0,1,1,1,1,1,1,1,0,0
X@13580433@-,Type I,9.8528385,8.03226,1,1,1,0,0,0,0,0,0,0,1,1
X@13581600@-,Type I,7.8291807,6.556198,1,0,1,0,0,0,0,0,0,0,1,1
X@1358690@-,Type I,9.644888,7.7622657,1,1,1,0,0,0,0,0,0,0,1,1
X@1358977@-,Type I,8.149468,9.455397,0,1,0,1,0,0,0,0,0,0,1,1
X@1359913@-,Type I,8.79434,9.433933,1,1,0,0,0,0,0,0,0,0,1,1
X@1359950@-,Type I,8.976924,9.336648,1,1,1,0,0,0,0,0,0,0,1,1
X@13615122@-,Type I,10.551615,7.7697945,1,1,1,0,0,0,0,0,0,0,1,1
X@13615218@-,Type I,9.605766,7.828232,1,1,1,0,0,0,0,0,0,0,1,1
X@13618715@+,Type I,7.9238424,7.3969226,1,0,1,0,0,0,0,0,0,0,1,1
X@13620625@+,Type I,8.920631,9.463224,1,1,1,0,0,0,0,0,0,0,1,1
X@13624016@-,Type I,8.252052,6.848007,1,0,1,0,0,0,0,0,0,0,1,1
X@13624535@-,Type I,6.9586797,9.884112,0,1,0,1,1,0,0,0,0,0,1,1
X@13624536@-,Type I,10.589972,7.081658,1,1,1,0,0,0,0,0,0,0,1,1
X@13632278@+,Type I,10.645403,8.265617,1,1,1,0,0,0,0,0,0,0,1,1
X@13635862@+,Type I,6.968972,6.569565,1,0,1,0,0,0,0,0,0,0,1,1
X@13637518@-,Type I,6.6163335,6.611435,0,0,1,0,0,0,0,0,0,0,1,1
X@13645014@-,Type I,7.274538,8.828625,0,0,0,1,1,0,0,0,0,0,1,1
X@13645704@-,Type I,7.1944985,6.6408668,1,0,1,0,0,0,0,0,0,0,1,1
X@13667012@+,Type I,10.495484,7.119604,1,1,1,0,0,0,0,0,0,0,1,1
X@13675194@-,Type I,7.439153,9.293225,0,1,0,1,1,0,0,0,0,0,1,1
X@13675721@-,Type I,5.0312147,8.503564,0,0,0,1,1,1,0,0,-1,1,0,0
X@13675722@-,Type I,8.771916,7.146577,1,1,1,0,0,0,0,0,0,0,1,1
X@1368243@-,Type I,6.605914,8.651228,0,0,0,1,1,0,0,0,0,0,1,1
X@1368346@-,Type I,9.702202,7.37488,1,1,1,0,0,0,0,0,0,0,1,1
X@13696161@+,Type I,9.725397,6.8405066,1,1,1,0,0,0,0,0,0,0,1,1
X@13697862@+,Type I,4.3225846,8.536238,0,0,0,1,1,1,1,1,1,1,0,0
X@1370619@-,Type I,8.860593,6.851987,1,0,1,0,0,0,0,0,0,0,1,1
X@1370859@-,Type I,7.0922055,6.6181917,1,0,1,0,0,0,0,0,0,0,1,1
X@13717359@+,Type I,7.2690964,5.889599,1,0,1,0,0,0,0,0,0,0,1,1
X@13717927@+,Type I,10.879627,7.5097766,1,1,1,0,0,0,0,0,0,0,1,1
X@13718105@+,Type I,7.715772,7.1155806,1,0,1,0,0,0,0,0,0,0,1,1
X@13724170@-,Type I,8.980836,7.3418922,1,1,1,0,0,0,0,0,0,0,1,1
X@13725022@-,Type I,7.6521826,9.889749,0,1,0,1,1,0,0,0,0,0,1,1
X@13726174@-,Type I,7.049346,9.40727,0,1,0,1,1,0,0,0,0,0,1,1
X@13729181@-,Type I,6.8104267,10.121583,0,1,0,1,1,0,0,0,0,0,1,1
X@1373682@+,Type I,8.547364,8.160589,1,1,1,0,0,0,0,0,0,0,1,1
X@13748775@-,Type I,6.742992,6.475552,0,0,1,0,0,0,0,0,0,0,1,1
X@1376304@-,Type I,10.31029,8.793651,1,1,1,0,0,0,0,0,0,0,1,1
X@13892242@+,Type I,7.8619514,9.883675,0,1,0,1,1,0,0,0,0,0,1,1
X@139201@-,Type I,8.820371,6.585489,1,0,1,0,0,0,0,0,0,0,1,1
X@14087456@+,Type I,7.4763513,9.406904,0,1,0,1,1,0,0,0,0,0,1,1
X@1408822@+,Type I,10.420842,7.59525,1,1,1,0,0,0,0,0,0,0,1,1
X@14089611@+,Type I,9.756986,7.8764386,1,1,1,0,0,0,0,0,0,0,1,1
X@14089824@+,Type I,7.0067525,6.7545137,0,0,1,0,0,0,0,0,0,0,1,1
X@14092101@+,Type I,10.069377,7.398603,1,1,1,0,0,0,0,0,0,0,1,1
X@14092672@+,Type I,7.863929,7.5637493,1,0,1,0,0,0,0,0,0,0,1,1
X@14092926@+,Type I,6.7789817,8.099895,0,0,0,1,1,0,0,0,0,0,1,1
X@14093821@+,Type I,7.283891,9.675251,0,1,0,1,1,0,0,0,0,0,1,1
X@14096306@+,Type I,7.9122176,7.7017517,1,0,1,0,0,0,0,0,0,0,1,1
X@14099348@-,Type I,7.385364,9.120639,0,1,0,1,1,0,0,0,0,0,1,1
X@14117042@+,Type I,6.9567666,7.801323,0,0,0,0,1,0,0,0,0,0,1,1
X@14118981@-,Type I,8.088433,7.603339,1,0,1,0,0,0,0,0,0,0,1,1
X@14119127@-,Type I,7.876282,8.19667,1,1,0,0,0,0,0,0,0,0,1,1
X@14121294@+,Type I,6.0819035,8.111368,0,0,0,1,1,0,0,0,0,0,1,1
X@14125730@-,Type I,8.210286,6.968172,1,0,1,0,0,0,0,0,0,0,1,1
X@14125943@-,Type I,9.307518,7.9823914,1,1,1,0,0,0,0,0,0,0,1,1
X@14133259@+,Type I,8.977015,8.73515,1,1,1,0,0,0,0,0,0,0,1,1
X@14133589@+,Type I,9.317852,8.781077,1,1,1,0,0,0,0,0,0,0,1,1
X@14142775@+,Type I,6.38002,8.623074,0,0,0,1,1,0,0,0,0,0,1,1
X@14147599@+,Type I,10.414682,7.11442,1,1,1,0,0,0,0,0,0,0,1,1
X@14147845@+,Type I,8.7156105,8.828179,1,1,1,0,0,0,0,0,0,0,1,1
X@14147988@+,Type I,9.928428,8.09617,1,1,1,0,0,0,0,0,0,0,1,1
X@14151370@+,Type I,6.659207,9.083432,0,0,0,1,1,0,0,0,0,0,1,1
X@14151678@+,Type I,10.084847,8.410712,1,1,1,0,0,0,0,0,0,0,1,1
X@1447623@-,Type I,7.9059296,9.632967,0,1,0,1,1,0,0,0,0,0,1,1
X@14478275@+,Type I,9.127065,5.9073124,1,0,1,0,0,0,0,0,0,0,1,1
X@146217@+,Type I,9.387874,8.652318,1,1,1,0,0,0,0,0,0,0,1,1
X@14723201@-,Type I,7.1003785,6.314439,1,0,1,0,0,0,0,0,0,0,1,1
X@14723709@-,Type I,7.3904533,5.8641086,1,0,1,0,0,0,0,0,0,0,1,1
X@14725213@-,Type II,4.2074566,8.616435,0,0,0,1,1,1,1,1,1,1,0,0
X@14728052@+,Type I,6.64011,8.408867,0,0,0,1,1,0,0,0,0,0,1,1
X@14728407@+,Type I,7.9189177,6.4089203,1,0,1,0,0,0,0,0,0,0,1,1
X@14728433@+,Type I,6.123077,9.412453,0,0,0,1,1,0,0,0,0,0,1,1
X@14729070@+,Type I,7.3273373,6.347582,1,0,1,0,0,0,0,0,0,0,1,1
X@14729214@+,Type I,6.839518,7.386425,0,0,1,0,1,0,0,0,0,0,1,1
X@14729310@+,Type I,7.2453957,6.091214,1,0,1,0,0,0,0,0,0,0,1,1
X@14729606@+,Type I,7.060088,8.274796,0,0,0,1,1,0,0,0,0,0,1,1
X@14732104@-,Type I,6.303124,8.312003,0,0,0,1,1,0,0,0,0,0,1,1
X@14732783@-,Type I,7.357354,7.5226197,0,0,1,0,0,0,0,0,0,0,1,1
X@14814170@-,Type I,6.80996,8.46339,0,0,0,1,1,0,0,0,0,0,1,1
X@14925006@+,Type I,6.3396225,9.357406,0,0,0,1,1,0,0,0,0,0,1,1
X@14926219@+,Type I,6.0120993,9.16459,0,0,0,1,1,0,0,0,0,0,1,1
X@149327@+,Type I,7.896779,8.411906,1,1,0,1,0,0,0,0,0,0,1,1
X@14944162@+,Type I,10.151313,8.841929,1,1,1,0,0,0,0,0,0,0,1,1
X@14945445@+,Type I,8.39081,6.3243637,1,0,1,0,0,0,0,0,0,0,1,1
X@14961347@+,Type I,10.416803,7.181862,1,1,1,0,0,0,0,0,0,0,1,1
X@14961511@+,Type I,7.8046584,7.3489447,1,0,1,0,0,0,0,0,0,0,1,1
X@14961605@+,Type I,8.158308,6.2247224,1,0,1,0,0,0,0,0,0,0,1,1
X@14962677@+,Type I,6.9964557,7.765685,0,0,0,0,1,0,0,0,0,0,1,1
X@15033394@-,Type I,6.4930286,8.001026,0,0,0,1,1,0,0,0,0,0,1,1
X@15033395@-,Type I,9.678818,7.543165,1,1,1,0,0,0,0,0,0,0,1,1
X@151306@+,Type I,6.465518,9.050126,0,0,0,1,1,0,0,0,0,0,1,1
X@15187630@+,Type I,9.335445,6.921548,1,1,1,0,0,0,0,0,0,0,1,1
X@152073@+,Type I,9.305923,6.5962324,1,0,1,0,0,0,0,0,0,0,1,1
X@15216146@+,Type I,7.9430704,7.6921034,1,0,1,0,0,0,0,0,0,0,1,1
X@15216223@+,Type I,7.8527555,6.4935446,1,0,1,0,0,0,0,0,0,0,1,1
X@15222653@+,Type I,9.800021,7.6187115,1,1,1,0,0,0,0,0,0,0,1,1
X@15223431@+,Type I,8.472346,6.61297,1,0,1,0,0,0,0,0,0,0,1,1
X@15223521@+,Type I,7.162898,7.000622,1,0,1,0,0,0,0,0,0,0,1,1
X@15224018@+,Type I,7.9589124,6.9515057,1,0,1,0,0,0,0,0,0,0,1,1
X@15224061@+,Type I,10.31567,7.646581,1,1,1,0,0,0,0,0,0,0,1,1
X@15226511@-,Type I,9.497416,6.2312665,1,0,1,0,0,0,0,0,0,0,1,1
X@15228297@+,Type I,6.1392817,8.063553,0,0,0,1,1,0,0,0,0,0,1,1
X@15231344@+,Type I,10.8361025,7.6743355,1,1,1,0,0,0,0,0,0,0,1,1
X@15234667@-,Type I,9.362625,9.332491,1,1,1,0,0,0,0,0,0,0,1,1
X@15234963@-,Type I,6.194329,8.754779,0,0,0,1,1,0,0,0,0,0,1,1
X@15237151@-,Type I,9.382774,9.325659,1,1,1,0,0,0,0,0,0,0,1,1
X@15238454@-,Type I,8.068728,6.3890214,1,0,1,0,0,0,0,0,0,0,1,1
X@15239756@+,Type I,7.0031075,8.705925,0,0,0,1,1,0,0,0,0,0,1,1
X@15242381@+,Type I,9.518452,8.607499,1,1,1,0,0,0,0,0,0,0,1,1
X@15242865@+,Type I,6.450077,6.7151427,0,0,1,0,0,0,0,0,0,0,1,1
X@15340948@-,Type II,3.6569958,8.622861,0,0,0,1,1,1,1,1,1,1,0,0
X@15341480@-,Type I,7.9849763,5.967777,1,0,1,0,0,0,0,0,0,0,1,1
X@15341520@-,Type I,7.499013,9.3839445,0,1,0,1,1,0,0,0,0,0,1,1
X@15352076@-,Type II,4.520183,8.656346,0,0,0,1,1,1,1,1,1,1,0,0
X@15354580@-,Type I,7.7520247,5.551292,1,0,1,0,0,0,0,0,0,0,1,1
X@15357032@+,Type I,6.84001,10.090734,0,1,0,1,1,0,0,0,0,0,1,1
X@15357421@+,Type I,10.325859,7.747579,1,1,1,0,0,0,0,0,0,0,1,1
X@15357491@+,Type II,4.652496,8.881054,0,0,0,1,1,1,1,1,1,1,0,0
X@15357870@+,Type I,6.982069,5.9774837,1,0,1,0,0,0,0,0,0,0,1,1
X@15360001@+,Type II,3.678061,8.488204,0,0,0,1,1,1,1,1,1,1,0,0
X@15366081@-,Type I,7.6166687,6.199214,1,0,1,0,0,0,0,0,0,0,1,1
X@15366720@+,Type I,6.106372,7.9846582,0,0,0,1,1,0,0,0,0,0,1,1
X@15379642@+,Type I,9.53066,7.8846784,1,1,1,0,0,0,0,0,0,0,1,1
X@15379729@+,Type I,6.8090897,6.053368,1,0,1,0,0,0,0,0,0,0,1,1
X@15398184@+,Type I,6.9597073,5.90059,1,0,1,0,0,0,0,0,0,0,1,1
X@15403966@+,Type I,6.573747,9.13815,0,0,0,1,1,0,0,0,0,0,1,1
X@15403986@+,Type I,8.975658,9.0088825,1,1,1,0,0,0,0,0,0,0,1,1
X@15465413@-,Type I,8.520915,7.7981267,1,1,1,0,0,0,0,0,0,0,1,1
X@15471233@-,Type I,10.345729,6.5547476,1,0,1,0,0,0,0,0,0,0,1,1
X@15471776@-,Type I,9.322611,7.865822,1,1,1,0,0,0,0,0,0,0,1,1
X@15473028@+,Type I,7.1873636,8.699122,0,0,0,1,1,0,0,0,0,0,1,1
X@15473348@+,Type I,5.5819907,9.1301155,0,0,0,1,1,0,0,0,-1,0,1,1
X@15475704@-,Type I,9.170663,8.604737,1,1,1,0,0,0,0,0,0,0,1,1
X@15570781@+,Type I,9.566112,8.583178,1,1,1,0,0,0,0,0,0,0,1,1
X@15571296@+,Type I,7.0725145,7.1902747,0,0,1,0,0,0,0,0,0,0,1,1
